Insert into UfAffiliate values(95947099, 'SDorgan9899@ufl.edu', '408-866-5778', 'N', 'F', '0', 'SonDorgan');
Insert into UfAffiliate values(53710395, 'GJohnston3148@ufl.edu', '160-424-8517', 'N', 'F', '4367', 'GrahamJohnston');
Insert into UfAffiliate values(46502681, 'KKeesee1348@ufl.edu', '887-798-5365', 'N', 'F', '4368', 'KasandraKeesee');
Insert into UfAffiliate values(48435040, 'IGotcher3726@ufl.edu', '942-534-3326', 'N', 'F', '4369', 'IgnacioGotcher');
Insert into UfAffiliate values(55820349, 'LSellberg3821@ufl.edu', '397-935-7331', 'Y', 'E', '4370', 'LessieSellberg');
Insert into UfAffiliate values(38663447, 'APasche3004@ufl.edu', '641-184-7532', 'N', 'F', '4371', 'AprilPasche');
Insert into UfAffiliate values(86922521, 'MCathey1353@ufl.edu', '562-245-2720', 'N', 'F', '4372', 'MarkettaCathey');
Insert into UfAffiliate values(52567854, 'DKormos5335@ufl.edu', '252-171-7449', 'Y', 'P', '4373', 'DetraKormos');
Insert into UfAffiliate values(37030132, 'SCrutchley4146@ufl.edu', '160-449-4112', 'N', 'P', '4374', 'SammyCrutchley');
Insert into UfAffiliate values(96328254, 'GTarone9688@ufl.edu', '117-583-8416', 'N', 'F', '4375', 'GlindaTarone');
Insert into UfAffiliate values(21810143, 'EAvena2139@ufl.edu', '924-259-9858', 'N', 'F', '4376', 'ElainaAvena');
Insert into UfAffiliate values(49482411, 'SPapka2621@ufl.edu', '840-377-7969', 'N', 'F', '4377', 'SanfordPapka');
Insert into UfAffiliate values(72191596, 'ACarsey1921@ufl.edu', '692-452-4912', 'Y', 'E', '4378', 'AveryCarsey');
Insert into UfAffiliate values(97252224, 'CCobble4905@ufl.edu', '567-186-9685', 'N', 'F', '4379', 'CaroylnCobble');
Insert into UfAffiliate values(68245906, 'KKulikowski5228@ufl.edu', '960-145-2565', 'N', 'F', '4380', 'KimKulikowski');
Insert into UfAffiliate values(94397087, 'PPalhegyi2993@ufl.edu', '275-673-7405', 'N', 'F', '4381', 'PollyPalhegyi');
Insert into UfAffiliate values(73233314, 'VDesantis8935@ufl.edu', '396-663-3720', 'N', 'F', '4382', 'VelvetDesantis');
Insert into UfAffiliate values(84316696, 'ANati4675@ufl.edu', '710-590-1553', 'N', 'F', '4383', 'AldoNati');
Insert into UfAffiliate values(39094134, 'JBarke7921@ufl.edu', '784-928-8532', 'N', 'F', '4384', 'JonahBarke');
Insert into UfAffiliate values(48526932, 'KBlide4779@ufl.edu', '291-160-6081', 'N', 'F', '4385', 'KevenBlide');
Insert into UfAffiliate values(88385688, 'VBahnsen4318@ufl.edu', '329-321-9399', 'N', 'F', '4386', 'VickiBahnsen');
Insert into UfAffiliate values(71104755, 'DBarbian1703@ufl.edu', '428-485-6408', 'N', 'F', '4387', 'DevinBarbian');
Insert into UfAffiliate values(99504826, 'DKubsch7545@ufl.edu', '388-127-8631', 'N', 'F', '4388', 'DarylKubsch');
Insert into UfAffiliate values(22616095, 'MEddins4430@ufl.edu', '251-918-2021', 'N', 'E', '4389', 'MarianneEddins');
Insert into UfAffiliate values(65749562, 'SAlarie3003@ufl.edu', '359-760-9101', 'N', 'F', '4390', 'SebastianAlarie');
Insert into UfAffiliate values(51938705, 'JLichtenstein1461@ufl.edu', '802-114-3138', 'Y', 'P', '4391', 'JammieLichtenstein');
Insert into UfAffiliate values(84268796, 'CDonoho8311@ufl.edu', '127-182-2143', 'N', 'F', '4392', 'ChadwickDonoho');
Insert into UfAffiliate values(22491034, 'TRindler2290@ufl.edu', '569-818-9396', 'N', 'F', '4393', 'TeodoroRindler');
Insert into UfAffiliate values(47338509, 'CPetet7403@ufl.edu', '202-952-8723', 'N', 'F', '4394', 'CarlosPetet');
Insert into UfAffiliate values(97243978, 'TDreka2792@ufl.edu', '450-794-6950', 'N', 'F', '4395', 'TracieDreka');
Insert into UfAffiliate values(32773278, 'TGrosclaude8087@ufl.edu', '535-889-5687', 'N', 'P', '4396', 'TobyGrosclaude');
Insert into UfAffiliate values(52906472, 'VSchultz7111@ufl.edu', '492-709-6004', 'N', 'F', '4397', 'VicenteSchultz');
Insert into UfAffiliate values(60622555, 'ROkajima2255@ufl.edu', '664-752-8435', 'N', 'F', '4398', 'RaisaOkajima');
Insert into UfAffiliate values(17458393, 'DTurbacuski9602@ufl.edu', '112-253-2728', 'Y', 'E', '4399', 'DorineTurbacuski');
Insert into UfAffiliate values(48847037, 'CWarncke4021@ufl.edu', '765-172-4102', 'N', 'F', '4400', 'CruzWarncke');
Insert into UfAffiliate values(84279129, 'RTurnbaugh814@ufl.edu', '179-349-8223', 'Y', 'E', '4401', 'RickyTurnbaugh');
Insert into UfAffiliate values(86784172, 'LDaversa9291@ufl.edu', '915-361-2537', 'N', 'F', '4402', 'LongDaversa');
Insert into UfAffiliate values(39206455, 'KStell8346@ufl.edu', '241-658-5303', 'N', 'F', '4403', 'KeenaStell');
Insert into UfAffiliate values(83739792, 'AJephson8677@ufl.edu', '812-579-3159', 'N', 'F', '4404', 'AlonzoJephson');
Insert into UfAffiliate values(45035532, 'RDelgenio8833@ufl.edu', '160-431-8396', 'N', 'F', '4405', 'RenataDelgenio');
Insert into UfAffiliate values(60119819, 'AMemolo2630@ufl.edu', '148-293-7596', 'N', 'F', '4406', 'AngleaMemolo');
Insert into UfAffiliate values(58231278, 'BByran3686@ufl.edu', '873-654-5786', 'Y', 'P', '4407', 'BertramByran');
Insert into UfAffiliate values(95136395, 'JRomani8019@ufl.edu', '670-436-8681', 'N', 'F', '4408', 'JamesRomani');
Insert into UfAffiliate values(96452839, 'VFoshie853@ufl.edu', '503-321-7178', 'N', 'E', '4409', 'VonFoshie');
Insert into UfAffiliate values(24669250, 'MShanafelt252@ufl.edu', '167-992-7091', 'N', 'P', '4410', 'MaisieShanafelt');
Insert into UfAffiliate values(87701799, 'AEly4828@ufl.edu', '638-703-6692', 'N', 'F', '4411', 'AprylEly');
Insert into UfAffiliate values(95772934, 'KChiaminto3914@ufl.edu', '603-181-8351', 'N', 'F', '4412', 'KristineChiaminto');
Insert into UfAffiliate values(30512798, 'EStifter990@ufl.edu', '906-230-9265', 'N', 'F', '4413', 'EmilStifter');
Insert into UfAffiliate values(91298652, 'JLaffer8441@ufl.edu', '754-893-9078', 'N', 'F', '4414', 'JeannettaLaffer');
Insert into UfAffiliate values(45622622, 'IPlayl9645@ufl.edu', '814-499-6190', 'N', 'E', '4415', 'IrmaPlayl');
Insert into UfAffiliate values(97451491, 'MAilts3234@ufl.edu', '534-163-8808', 'N', 'F', '4416', 'MichaAilts');
Insert into UfAffiliate values(74612132, 'MBlattner2120@ufl.edu', '571-155-1400', 'N', 'F', '4417', 'MohamedBlattner');
Insert into UfAffiliate values(76838715, 'BBrunckhorst1505@ufl.edu', '546-163-8944', 'N', 'F', '4418', 'BufordBrunckhorst');
Insert into UfAffiliate values(21478165, 'INiebaum4625@ufl.edu', '832-978-6855', 'N', 'E', '4419', 'IanNiebaum');
Insert into UfAffiliate values(88056428, 'BLendo8773@ufl.edu', '544-390-9162', 'Y', 'P', '4420', 'BretLendo');
Insert into UfAffiliate values(50533369, 'CVesco4880@ufl.edu', '980-371-7491', 'N', 'F', '4421', 'CliffVesco');
Insert into UfAffiliate values(62604289, 'ICraney8610@ufl.edu', '209-769-3557', 'N', 'F', '4422', 'IsmaelCraney');
Insert into UfAffiliate values(14311933, 'KLawe3398@ufl.edu', '274-634-1625', 'N', 'F', '4423', 'KelsiLawe');
Insert into UfAffiliate values(38738112, 'AMinchella6668@ufl.edu', '237-880-8534', 'Y', 'P', '4424', 'AlphonseMinchella');
Insert into UfAffiliate values(21289962, 'KGerrity1481@ufl.edu', '587-697-4188', 'Y', 'P', '4425', 'KayeGerrity');
Insert into UfAffiliate values(92786912, 'RBarredo9017@ufl.edu', '641-771-5293', 'N', 'F', '4426', 'RinaBarredo');
Insert into UfAffiliate values(55779277, 'JSkovlund1254@ufl.edu', '440-585-8155', 'N', 'F', '4427', 'JonahSkovlund');
Insert into UfAffiliate values(39894018, 'SKearse543@ufl.edu', '683-123-4204', 'N', 'P', '4428', 'SierraKearse');
Insert into UfAffiliate values(21851264, 'MRoddick5177@ufl.edu', '856-188-2774', 'N', 'F', '4429', 'MiloRoddick');
Insert into UfAffiliate values(75935655, 'SGuarneri5811@ufl.edu', '933-936-6893', 'N', 'F', '4430', 'SherikaGuarneri');
Insert into UfAffiliate values(50284152, 'EOntko6548@ufl.edu', '460-166-8162', 'N', 'F', '4431', 'ElvinOntko');
Insert into UfAffiliate values(29679755, 'LMarengo1248@ufl.edu', '908-948-1456', 'N', 'F', '4432', 'LatrishaMarengo');
Insert into UfAffiliate values(24801326, 'RTedeschi1434@ufl.edu', '111-176-3244', 'N', 'F', '4433', 'RobynTedeschi');
Insert into UfAffiliate values(18786324, 'CCrumby30@ufl.edu', '849-332-7696', 'N', 'F', '4434', 'ChelseaCrumby');
Insert into UfAffiliate values(50033007, 'CMorrero4477@ufl.edu', '966-680-9818', 'N', 'F', '4435', 'CandanceMorrero');
Insert into UfAffiliate values(59280669, 'LMazzaferro8189@ufl.edu', '596-857-7161', 'N', 'F', '4436', 'LucasMazzaferro');
Insert into UfAffiliate values(35861331, 'GBivings7566@ufl.edu', '884-385-1491', 'N', 'F', '4437', 'GertieBivings');
Insert into UfAffiliate values(70906358, 'CDefrang6189@ufl.edu', '260-145-9323', 'N', 'F', '4438', 'CarminaDefrang');
Insert into UfAffiliate values(33653161, 'GSzekula3519@ufl.edu', '324-435-8303', 'N', 'F', '4439', 'GailSzekula');
Insert into UfAffiliate values(24586839, 'VHarbin8341@ufl.edu', '940-375-6278', 'N', 'F', '4440', 'VivanHarbin');
Insert into UfAffiliate values(81035924, 'MMcclenny7667@ufl.edu', '342-693-1877', 'Y', 'E', '4441', 'MarcelMcclenny');
Insert into UfAffiliate values(22409360, 'ECelestine470@ufl.edu', '901-519-9101', 'N', 'F', '4442', 'EldridgeCelestine');
Insert into UfAffiliate values(36277710, 'GSchute3374@ufl.edu', '596-619-2345', 'Y', 'E', '4443', 'GaySchute');
Insert into UfAffiliate values(58569721, 'FDecambra5591@ufl.edu', '998-266-8240', 'N', 'F', '4444', 'FilibertoDecambra');
Insert into UfAffiliate values(72773457, 'SWorell5313@ufl.edu', '696-712-4512', 'Y', 'P', '4445', 'SandyWorell');
Insert into UfAffiliate values(76281147, 'DStrebeck5104@ufl.edu', '478-436-6744', 'N', 'F', '4446', 'DomenicStrebeck');
Insert into UfAffiliate values(61510730, 'JRoehl3884@ufl.edu', '493-668-8450', 'N', 'F', '4447', 'JarredRoehl');
Insert into UfAffiliate values(12516528, 'SLenzen1072@ufl.edu', '218-499-9170', 'N', 'F', '4448', 'SharieLenzen');
Insert into UfAffiliate values(11656117, 'JIpock2884@ufl.edu', '668-600-5682', 'N', 'F', '4449', 'JoellaIpock');
Insert into UfAffiliate values(54205841, 'MTraverso1524@ufl.edu', '648-582-3349', 'Y', 'P', '4450', 'MarybelleTraverso');
Insert into UfAffiliate values(80618475, 'RReidherd952@ufl.edu', '646-437-3776', 'Y', 'E', '4451', 'RudolfReidherd');
Insert into UfAffiliate values(94365954, 'DDishinger6699@ufl.edu', '566-793-8704', 'Y', 'P', '4452', 'DeniseDishinger');
Insert into UfAffiliate values(68858273, 'KHolley9904@ufl.edu', '916-916-3151', 'N', 'F', '4453', 'KareenHolley');
Insert into UfAffiliate values(44989819, 'WCopstead9097@ufl.edu', '542-634-2233', 'N', 'F', '4454', 'WanettaCopstead');
Insert into UfAffiliate values(96532758, 'DGabri194@ufl.edu', '847-821-4957', 'N', 'F', '4455', 'DetraGabri');
Insert into UfAffiliate values(46606455, 'NFaire1658@ufl.edu', '950-767-8206', 'N', 'F', '4456', 'NumbersFaire');
Insert into UfAffiliate values(27470463, 'JReckley3694@ufl.edu', '337-611-6788', 'N', 'F', '4457', 'JulieannReckley');
Insert into UfAffiliate values(15279094, 'WMurano2496@ufl.edu', '704-992-9990', 'Y', 'P', '4458', 'WallaceMurano');
Insert into UfAffiliate values(71719497, 'VTraber754@ufl.edu', '440-978-7572', 'N', 'F', '4459', 'VirgilioTraber');
Insert into UfAffiliate values(84163118, 'MZukas537@ufl.edu', '261-825-7556', 'N', 'F', '4460', 'MarietteZukas');
Insert into UfAffiliate values(58563815, 'LKunter9027@ufl.edu', '905-458-2875', 'N', 'P', '4461', 'LeonaKunter');
Insert into UfAffiliate values(15639034, 'KAlexaki4771@ufl.edu', '560-719-4254', 'N', 'F', '4462', 'KimAlexaki');
Insert into UfAffiliate values(97274490, 'HDenenberg9751@ufl.edu', '760-221-8298', 'N', 'F', '4463', 'HolleyDenenberg');
Insert into UfAffiliate values(89796812, 'HMcghee545@ufl.edu', '327-371-9225', 'N', 'F', '4464', 'HirokoMcghee');
Insert into UfAffiliate values(13223051, 'MBucchin1003@ufl.edu', '201-298-2953', 'N', 'F', '4465', 'MadonnaBucchin');
Insert into UfAffiliate values(65204429, 'DHiett8385@ufl.edu', '495-523-2613', 'N', 'F', '4466', 'DinoHiett');
Insert into UfAffiliate values(72367119, 'TKawasaki2468@ufl.edu', '283-555-6486', 'N', 'F', '4467', 'ThuyKawasaki');
Insert into UfAffiliate values(82378294, 'EGlines6450@ufl.edu', '961-384-1245', 'N', 'F', '4468', 'EugenioGlines');
Insert into UfAffiliate values(91889230, 'LLindauer8031@ufl.edu', '805-961-7389', 'N', 'F', '4469', 'LorenzaLindauer');
Insert into UfAffiliate values(88608903, 'TConch5746@ufl.edu', '230-338-7198', 'N', 'P', '4470', 'ToshikoConch');
Insert into UfAffiliate values(36080749, 'CHardsock4655@ufl.edu', '478-698-2306', 'N', 'F', '4471', 'ClaudieHardsock');
Insert into UfAffiliate values(83716519, 'IGrowney1594@ufl.edu', '204-233-1404', 'N', 'F', '4472', 'IgnacioGrowney');
Insert into UfAffiliate values(86604246, 'BSinisi6541@ufl.edu', '515-153-5294', 'N', 'F', '4473', 'BryonSinisi');
Insert into UfAffiliate values(62699635, 'MVillacorta7305@ufl.edu', '287-223-1536', 'N', 'F', '4474', 'MichaeleVillacorta');
Insert into UfAffiliate values(69895013, 'KBryant3098@ufl.edu', '215-728-5029', 'N', 'F', '4475', 'KristopherBryant');
Insert into UfAffiliate values(60884586, 'BTroiani5828@ufl.edu', '132-669-3937', 'N', 'F', '4476', 'BrandiTroiani');
Insert into UfAffiliate values(20549356, 'MBove3111@ufl.edu', '455-516-9672', 'N', 'F', '4477', 'MicahBove');
Insert into UfAffiliate values(14841849, 'JPeregoy1689@ufl.edu', '210-944-4778', 'N', 'F', '4478', 'JudePeregoy');
Insert into UfAffiliate values(33324494, 'ASixon6565@ufl.edu', '472-161-1212', 'N', 'F', '4479', 'ArlettaSixon');
Insert into UfAffiliate values(67327520, 'OPalisano9806@ufl.edu', '492-248-8474', 'Y', 'P', '4480', 'OwenPalisano');
Insert into UfAffiliate values(95367400, 'AArriaga6034@ufl.edu', '363-949-9462', 'N', 'F', '4481', 'AbrahamArriaga');
Insert into UfAffiliate values(80932572, 'RSpratlen7340@ufl.edu', '215-842-8804', 'N', 'F', '4482', 'RorySpratlen');
Insert into UfAffiliate values(65916417, 'JNeto333@ufl.edu', '261-454-8436', 'Y', 'P', '4483', 'JordanNeto');
Insert into UfAffiliate values(59760282, 'SHargenrader4901@ufl.edu', '818-151-1119', 'N', 'F', '4484', 'SunHargenrader');
Insert into UfAffiliate values(16922442, 'SHinley8427@ufl.edu', '166-369-5647', 'N', 'F', '4485', 'SandeeHinley');
Insert into UfAffiliate values(73496073, 'MHarvin7021@ufl.edu', '198-396-3914', 'N', 'F', '4486', 'MozellHarvin');
Insert into UfAffiliate values(64591466, 'LKalan7367@ufl.edu', '952-220-3715', 'N', 'F', '4487', 'LunaKalan');
Insert into UfAffiliate values(83322733, 'DPulsifer2395@ufl.edu', '179-252-2937', 'N', 'P', '4488', 'DalePulsifer');
Insert into UfAffiliate values(26078935, 'RSchick2043@ufl.edu', '166-399-5587', 'N', 'F', '4489', 'RandySchick');
Insert into UfAffiliate values(81928884, 'APokorney5820@ufl.edu', '155-205-2146', 'N', 'P', '4490', 'AnnabellePokorney');
Insert into UfAffiliate values(93203990, 'RVanamburg23@ufl.edu', '257-502-6337', 'N', 'F', '4491', 'RhettVanamburg');
Insert into UfAffiliate values(36495661, 'ETarnoff7043@ufl.edu', '253-575-7092', 'Y', 'P', '4492', 'EthylTarnoff');
Insert into UfAffiliate values(20845487, 'JWestmorland3962@ufl.edu', '121-168-6871', 'N', 'F', '4493', 'JamarWestmorland');
Insert into UfAffiliate values(79596814, 'DScarbrough5457@ufl.edu', '253-732-3437', 'Y', 'P', '4494', 'DarellScarbrough');
Insert into UfAffiliate values(99168018, 'KFiers5958@ufl.edu', '104-727-4687', 'Y', 'E', '4495', 'KingFiers');
Insert into UfAffiliate values(11338914, 'AAzbill6288@ufl.edu', '461-703-4189', 'N', 'F', '4496', 'AntonetteAzbill');
Insert into UfAffiliate values(96049411, 'DHaubold7877@ufl.edu', '646-865-5140', 'N', 'F', '4497', 'DylanHaubold');
Insert into UfAffiliate values(47792947, 'RCuestas3365@ufl.edu', '151-500-6291', 'N', 'P', '4498', 'RoryCuestas');
Insert into UfAffiliate values(31425461, 'BGillyard876@ufl.edu', '570-285-7362', 'N', 'F', '4499', 'BeulahGillyard');
Insert into UfAffiliate values(93112684, 'JSonnee2373@ufl.edu', '344-914-6564', 'N', 'F', '4500', 'JaredSonnee');
Insert into UfAffiliate values(94610709, 'CSidman1226@ufl.edu', '301-239-4426', 'N', 'F', '4501', 'CedrickSidman');
Insert into UfAffiliate values(90769655, 'EWarnes2889@ufl.edu', '726-235-7514', 'N', 'F', '4502', 'ElliottWarnes');
Insert into UfAffiliate values(70248242, 'JGrogan1780@ufl.edu', '864-426-4553', 'N', 'F', '4503', 'JacintoGrogan');
Insert into UfAffiliate values(97512117, 'JArnerich8388@ufl.edu', '891-357-2271', 'N', 'F', '4504', 'JoshuaArnerich');
Insert into UfAffiliate values(69794318, 'BFuell110@ufl.edu', '878-923-7487', 'N', 'F', '4505', 'BrindaFuell');
Insert into UfAffiliate values(75593423, 'ROttey8208@ufl.edu', '129-162-7719', 'Y', 'P', '4506', 'ReedOttey');
Insert into UfAffiliate values(52371823, 'BCimorelli1582@ufl.edu', '506-848-2610', 'Y', 'P', '4507', 'BlancheCimorelli');
Insert into UfAffiliate values(30636613, 'HAlecca4902@ufl.edu', '669-543-6370', 'N', 'F', '4508', 'HiramAlecca');
Insert into UfAffiliate values(43786351, 'CRoccia8351@ufl.edu', '724-818-2105', 'N', 'F', '4509', 'ChuckRoccia');
Insert into UfAffiliate values(18590145, 'SCormier613@ufl.edu', '742-244-3890', 'N', 'F', '4510', 'SunshineCormier');
Insert into UfAffiliate values(61902186, 'LSpiva3896@ufl.edu', '971-845-4646', 'N', 'P', '4511', 'LindySpiva');
Insert into UfAffiliate values(31546597, 'RAdrion5234@ufl.edu', '904-117-7637', 'N', 'F', '4512', 'RayfordAdrion');
Insert into UfAffiliate values(61942909, 'QMadalinski7445@ufl.edu', '433-929-9685', 'N', 'F', '4513', 'QuyenMadalinski');
Insert into UfAffiliate values(30693809, 'CMolett7940@ufl.edu', '704-135-9870', 'N', 'F', '4514', 'CodiMolett');
Insert into UfAffiliate values(35365395, 'JTindell6266@ufl.edu', '110-683-2159', 'Y', 'P', '4515', 'JameTindell');
Insert into UfAffiliate values(75202264, 'JTomassi3943@ufl.edu', '897-434-2586', 'N', 'F', '4516', 'JarvisTomassi');
Insert into UfAffiliate values(42635328, 'MBolles5846@ufl.edu', '742-480-8374', 'N', 'E', '4517', 'MarylouBolles');
Insert into UfAffiliate values(35454550, 'FMulligan9307@ufl.edu', '634-617-7217', 'N', 'P', '4518', 'FeMulligan');
Insert into UfAffiliate values(90775445, 'PStiegemeier4521@ufl.edu', '141-948-9487', 'N', 'E', '4519', 'PorscheStiegemeier');
Insert into UfAffiliate values(43969062, 'TBrach1695@ufl.edu', '950-220-6209', 'N', 'F', '4520', 'TyronBrach');
Insert into UfAffiliate values(24492120, 'DToepperwein9486@ufl.edu', '288-603-4148', 'N', 'P', '4521', 'DagnyToepperwein');
Insert into UfAffiliate values(94965638, 'MBouman7863@ufl.edu', '621-288-2831', 'N', 'F', '4522', 'MaryaliceBouman');
Insert into UfAffiliate values(74552262, 'CSharpnack9813@ufl.edu', '179-907-2115', 'N', 'P', '4523', 'CecilSharpnack');
Insert into UfAffiliate values(77223484, 'EErspamer7431@ufl.edu', '586-465-6642', 'N', 'F', '4524', 'EldoraErspamer');
Insert into UfAffiliate values(88901358, 'SVermilyea9780@ufl.edu', '176-251-2700', 'N', 'F', '4525', 'StephaniVermilyea');
Insert into UfAffiliate values(82812528, 'RSclavi92@ufl.edu', '105-581-2631', 'N', 'F', '4526', 'RussSclavi');
Insert into UfAffiliate values(30078507, 'ZRyherd7622@ufl.edu', '220-888-7987', 'N', 'F', '4527', 'ZulaRyherd');
Insert into UfAffiliate values(15001778, 'JSturrock3945@ufl.edu', '693-930-9871', 'N', 'F', '4528', 'JolineSturrock');
Insert into UfAffiliate values(47352125, 'MBraithwaite9689@ufl.edu', '462-621-9903', 'N', 'F', '4529', 'MercedezBraithwaite');
Insert into UfAffiliate values(85799056, 'GHabbyshaw3138@ufl.edu', '236-554-5341', 'N', 'F', '4530', 'GroverHabbyshaw');
Insert into UfAffiliate values(12800192, 'GMevis3053@ufl.edu', '287-454-5716', 'Y', 'E', '4531', 'GussieMevis');
Insert into UfAffiliate values(53704107, 'DRhone6443@ufl.edu', '399-929-5645', 'Y', 'P', '4532', 'DonnyRhone');
Insert into UfAffiliate values(93417301, 'OSlatton9036@ufl.edu', '173-732-1086', 'Y', 'P', '4533', 'OscarSlatton');
Insert into UfAffiliate values(98800109, 'EJojola1234@ufl.edu', '149-689-5349', 'N', 'F', '4534', 'EdwinJojola');
Insert into UfAffiliate values(75101375, 'SMartt7402@ufl.edu', '728-563-8876', 'N', 'E', '4535', 'ShelbyMartt');
Insert into UfAffiliate values(82565919, 'SMccaie8519@ufl.edu', '502-408-1229', 'N', 'F', '4536', 'SusannahMccaie');
Insert into UfAffiliate values(33888321, 'BCallagy3666@ufl.edu', '216-661-1259', 'N', 'F', '4537', 'BrandonCallagy');
Insert into UfAffiliate values(35567383, 'TLaming7464@ufl.edu', '496-723-7415', 'Y', 'P', '4538', 'ThurmanLaming');
Insert into UfAffiliate values(58497175, 'VAllen638@ufl.edu', '217-270-5445', 'N', 'F', '4539', 'VallieAllen');
Insert into UfAffiliate values(98152141, 'WFrieze5343@ufl.edu', '506-576-5347', 'Y', 'P', '4540', 'WinifredFrieze');
Insert into UfAffiliate values(47631046, 'AWolfley6030@ufl.edu', '662-218-4011', 'N', 'F', '4541', 'ArthurWolfley');
Insert into UfAffiliate values(50323468, 'VRieg7153@ufl.edu', '220-587-2043', 'N', 'F', '4542', 'VoncileRieg');
Insert into UfAffiliate values(81001793, 'MKamerad3604@ufl.edu', '638-408-4494', 'N', 'F', '4543', 'MaireKamerad');
Insert into UfAffiliate values(90610907, 'RPrincipato4520@ufl.edu', '935-486-4537', 'N', 'F', '4544', 'RenaPrincipato');
Insert into UfAffiliate values(56143333, 'DLoran1962@ufl.edu', '429-125-7072', 'N', 'F', '4545', 'DannLoran');
Insert into UfAffiliate values(41887585, 'MTopick8744@ufl.edu', '595-981-5603', 'N', 'F', '4546', 'MonnieTopick');
Insert into UfAffiliate values(28195664, 'CIverslie7614@ufl.edu', '212-313-2446', 'N', 'F', '4547', 'CesarIverslie');
Insert into UfAffiliate values(79252762, 'AKrejcik1006@ufl.edu', '527-908-6733', 'N', 'F', '4548', 'AsaKrejcik');
Insert into UfAffiliate values(57433939, 'DUbaldo7607@ufl.edu', '767-230-3048', 'Y', 'P', '4549', 'DenyseUbaldo');
Insert into UfAffiliate values(79607880, 'TFioravanti4745@ufl.edu', '150-225-7475', 'N', 'F', '4550', 'ThomasineFioravanti');
Insert into UfAffiliate values(45537636, 'MMatthias5172@ufl.edu', '672-140-1205', 'N', 'F', '4551', 'MarcelMatthias');
Insert into UfAffiliate values(53566016, 'TSteenland4983@ufl.edu', '664-390-5576', 'N', 'F', '4552', 'TwilaSteenland');
Insert into UfAffiliate values(68529738, 'TMinzenberger2231@ufl.edu', '646-840-7735', 'Y', 'P', '4553', 'TeddyMinzenberger');
Insert into UfAffiliate values(71133961, 'MTavira9548@ufl.edu', '132-535-5426', 'N', 'F', '4554', 'MechelleTavira');
Insert into UfAffiliate values(57414975, 'RDuszynski7847@ufl.edu', '911-104-7793', 'N', 'F', '4555', 'RayDuszynski');
Insert into UfAffiliate values(31576648, 'GCadlett427@ufl.edu', '308-695-8253', 'N', 'F', '4556', 'GwynethCadlett');
Insert into UfAffiliate values(59070494, 'FBachrodt1752@ufl.edu', '959-689-7238', 'N', 'F', '4557', 'FelicitasBachrodt');
Insert into UfAffiliate values(28653630, 'TDosal7075@ufl.edu', '506-879-8632', 'N', 'F', '4558', 'TierraDosal');
Insert into UfAffiliate values(26847659, 'RDeon3146@ufl.edu', '457-825-7391', 'N', 'F', '4559', 'RockyDeon');
Insert into UfAffiliate values(56933537, 'CLafluer3716@ufl.edu', '164-880-6248', 'Y', 'P', '4560', 'CharlineLafluer');
Insert into UfAffiliate values(55673007, 'SSalmons5121@ufl.edu', '697-510-4495', 'N', 'F', '4561', 'SelenaSalmons');
Insert into UfAffiliate values(15998834, 'PMesecar1728@ufl.edu', '712-614-4255', 'N', 'F', '4562', 'PattyMesecar');
Insert into UfAffiliate values(24881044, 'ENaquin7800@ufl.edu', '418-370-8666', 'N', 'F', '4563', 'ElidiaNaquin');
Insert into UfAffiliate values(87170713, 'MCarhart1549@ufl.edu', '749-407-7970', 'N', 'F', '4564', 'MelyndaCarhart');
Insert into UfAffiliate values(78039347, 'CLewallen2975@ufl.edu', '331-997-8734', 'N', 'F', '4565', 'CharleneLewallen');
Insert into UfAffiliate values(53906645, 'VKanis1334@ufl.edu', '564-489-4125', 'N', 'F', '4566', 'ValentineKanis');
Insert into UfAffiliate values(30889613, 'SAuletta5193@ufl.edu', '563-479-9883', 'N', 'F', '4567', 'SeritaAuletta');
Insert into UfAffiliate values(54697093, 'EMadaris7148@ufl.edu', '925-921-5653', 'N', 'F', '4568', 'ElmoMadaris');
Insert into UfAffiliate values(61272295, 'MMoran2782@ufl.edu', '397-847-2423', 'Y', 'P', '4569', 'MargitMoran');
Insert into UfAffiliate values(43567984, 'KKapral8201@ufl.edu', '901-894-7151', 'Y', 'P', '4570', 'KoryKapral');
Insert into UfAffiliate values(70421461, 'TTeano3061@ufl.edu', '751-933-9141', 'N', 'F', '4571', 'TerrenceTeano');
Insert into UfAffiliate values(46646816, 'EGranstrom3186@ufl.edu', '892-187-3893', 'N', 'F', '4572', 'ErasmoGranstrom');
Insert into UfAffiliate values(77472425, 'JBueno9467@ufl.edu', '832-287-8587', 'N', 'F', '4573', 'JohnettaBueno');
Insert into UfAffiliate values(91037269, 'DAtmore1650@ufl.edu', '847-760-1714', 'N', 'F', '4574', 'DorothyAtmore');
Insert into UfAffiliate values(34891754, 'DRotermund2027@ufl.edu', '177-482-8654', 'N', 'F', '4575', 'DonetteRotermund');
Insert into UfAffiliate values(77137867, 'DTamm2764@ufl.edu', '323-235-1994', 'N', 'F', '4576', 'DonnellTamm');
Insert into UfAffiliate values(23407348, 'MWitfield5116@ufl.edu', '711-285-2672', 'N', 'F', '4577', 'MerleneWitfield');
Insert into UfAffiliate values(52091518, 'GWatring57@ufl.edu', '501-203-9556', 'N', 'F', '4578', 'GlynisWatring');
